rating,date,content,visit_time,reservation,wait_time
5,2026년 5월 1일 금요일,첫방문인데 너무 힘들었어요~롤케익은 1시간~ 이지만 본점은 4시간~두번은 못하겠어요..근데 빵 맛은 엄지척~~👍,밤에 방문,예약 없이 이용,2시간 이상
5,2026년 4월 30일 목요일,성심당 정말 오랜만에 가서 빵을 엄청 샀는데 역시 너무너무 맛있네요!!!,점심에 방문,예약 없이 이용,1시간 이상
4,2026년 4월 30일 목요일,"대전 첫 여행에 들른 성심당아침에 들러도 사람이 많네요,,좋은 경험 하고 갑니다 !",아침에 방문,예약 없이 이용,바로 입장
5,2026년 4월 30일 목요일,언제가도 편하고 좋아요,밤에 방문,,
5,2026년 4월 29일 수요일,아아,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 4월 29일 수요일,성심당 근처에 방문했다가 마침 줄이 없어서 들어갔네요 나올때 10m이상 서 있어서 정말 다행이었습니다 ㅋ,점심에 방문,예약 없이 이용,바로 입장
3,2026년 4월 29일 수요일,"명란바게트는 솔직히 별로., 실망. 튀소랑 야채고로케가 제일 나음.",점심에 방문,예약 없이 이용,1시간 이상
5,2026년 4월 29일 수요일,샌드위치는 구경만~~~ 평일임에도 줄이 점점 더 길어지는 성심당. 메아리 4개 담으시는 큰손 선생님과 함께... 소박한 한봉투 🍞,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 29일 수요일,빵이 너무 맛있게 먹었습니다.,점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 29일 수요일,평일 오후기준 15분 대기 후 입장하고 구매했어요:)본점은 처음이었는데 평일은 대기시간이 길지않아 좋있어요!!!평소 추천받은 빵들과 좋아하는 담백한빵 구매했는데 옐로우망고 보다는 명란바게트 정말정말 맛있었어요!!!다음에 간다면 많이 구매할듯 해요 ㅎㅎ,점심에 방문,예약 없이 이용,30분 이내
3.5,2026년 4월 29일 수요일,궁금해서찾아감줄은 30분내로섰고  기대한만큼 맛있는것도있고아닌것도있었음.,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 29일 수요일,평일 수요일 12시에 방문했고 10분 이내로 입장이 가능했습니다. 오후 1시쯤에 다시 지나가니 줄이 5배는 돼서 시간을 참고하세요.줄 보다 내부가 더 혼잡하고 사람들 사이에 밀리니 미리 구매할 빵을 정하고 들어가야 해요!케익부띠끄도 비슷하게 10분 이내로 방문 가능했습니다.,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 29일 수요일,"두번째 대전, 두번째 성심당평일오전 9시에 오니 줄서지않고 바로 입장가넝낮에 다시오니 그땐 줄이 길어서 2~30분정도 걸렸어요~그동안 먹어보고싶었던 말차튀소랑 찹쌀주먹밥에 부추빵,초코바게트,햄치즈크라상,야채고로케 구매해도 18000원; 가성비 굳~하지만 이렇게 싸도 맛은💯💯말차튀소는 말차크림이 정말 맛있었지만 팥이랑 같이 먹으니 제 취향은 아니었구.. 야채고로케도 양념이 반은 있구 없는데도 있어서 좀 아쉽! 하지만 부추빵 빵 정말 부드럽고 안에가 짭짤해서 고로케보다 맛있음!찹쌀주먹밥 겉은 살짝바삭하고 안은 찰져서 얘가 진짜 맛있었어요... 낮에가서 또삼^^초코바게트도 버터 안느끼하고 초코도 진하니 버터랑 잘어울림!담에 가면 다른것도 먹어보고 주먹밥이랑 부추빵,초코바게트 요 3개는 필수구매!",점심에 방문,,바로 입장
4.5,2026년 4월 28일 화요일,좋아하는 케이크와 밀키트 구매했어요!케이크 토핑이 딸기에서 샤인머스캣으로 변경되었네요.저당파스타면은 소스에 더 오래 삶아야하나? 조금 딱딱했어요.,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 4월 28일 화요일,두말하면 입 아프다 내가 말 안해도 이미 다 아는 곳,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 4월 28일 화요일,좋아요,저녁에 방문,예약 없이 이용,바로 입장
4.5,2026년 4월 28일 화요일,"'80만분의 1'우리나라에서 음식을 파는 모든 가게 중에 정점에 있는 매장이 성심당입니다. 비싼 음식을 파는 것도 아닙니다. 2~3천원짜리 빵을 팝니다. 편리하고 쾌적한 것도 아닙니다. 한사람 지나갈 틈도 없이 북적입니다.빵을 고른다는 느낌보다는 빠르게 담아서 나가야겠다는 생각이 들 정도입니다.하지만, 전국 모든 음식점이 배워야 할 점이 분명합니다. 수많은 직원들이 자기 할일을 최선을 다해서 합니다. 줄을 안내하는 직원, 지나가기 어려운 틈을 뚫고 빵을 계속 채우는 직원, 빠르게 계산을 돕는 직원 모두 유기적이고 발빠르게 움직입니다.기다림이 지루함이나 짜증이 아니라 설렘으로 느껴지는 건 이 매장의 직원들에게 느껴지는 에너지에서 나오는게 아닐까 싶습니다. 리스펙 합니다.",저녁에 방문,예약 없이 이용,30분 이내
5,2026년 4월 28일 화요일,"한화 야구경기 있는날이라 평일이지만 사람가득이에요.본점은 너무 복잡해서 성심당 샌드위치 종류만 사진 올려봅니다. 왕관 샌드위치 고기고기 하고 채소도 듬뿍이라 맛이 괜찮네요. 그래도 역시 제게 일등은 잠봉뵈르 샌드위치에요. 늦은 오후에도 샌드위치 계속 만드셔서 채우시니 정말 대단한 것 같아요. S브레드, 크림치즈화이트번, 마라고로케, 슈크림빵, 새우롤낙지고로케, 김치찹쌀주먹밥, 생도나쓰, 명란바게트, 월넛브레드, 말차튀소 등등 샀는데 말차튀소는 사서 바로 드시면 소보로가 바삭! 극락이에요. 오늘은 김치찹쌀주먹밥이 일등! 매콤하니 넘 맛있어요. 크림치즈 화이트번은 오 보름달이랑 비슷한 담백+크림치즈 구성... 마라고로케보다 저는 새우낙지고로케가 더 맛있지만 맵찔이분들은 매우니 주의하세요!",점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 4월 28일 화요일,가성비와 맛을 둘 다 잡은 최고의 빵집인 것 같습니다. 웬만한 빵들이 기본은 해서 믿고 살 수 있는 빵집입니다.,점심에 방문,예약 없이 이용,30분 이내
4,2026년 4월 28일 화요일,처음 방문한 성심당. 굿굿,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 28일 화요일,역시 성심당,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 28일 화요일,빵이 다양하고 가성비 좋고 맛있어요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 28일 화요일,예비 맘 5% 할인까지 받아서 너무 좋았어요. 초코 빵이 정말 맛있더라구요. 명란 바게트랑!!,점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 28일 화요일,"평일이라 크게 기다리지 않고 입장. 매장 안에서 복잡했지만, 필요한 빵을 말하면 바로 챙겨준 직원들 센스에 역시!",점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 28일 화요일,"치즈바질바게트, 피자를치즈해,티라미수파이는 첨 사봤는데 엄청 맛있고 저렴해요👍",아침에 방문,예약 없이 이용,바로 입장
4.5,2026년 4월 27일 월요일,초코버터바게트 은근 맛있음,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 4월 27일 월요일,자주왔더니 이제 빵도 사는것만 삽니다.초코튀소와 보문산은 지인용까지 잔뜩!!,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 27일 월요일,너무 맛있었어요! 성심당 최고 최고!!!!,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 27일 월요일,빵지순례 성공,점심에 방문,예약 없이 이용,바로 입장
4.5,2026년 4월 27일 월요일,맛있어요,점심에 방문,예약 없이 이용,30분 이내
4,2026년 4월 27일 월요일,사람도 많고 빵도 많고,아침에 방문,예약 없이 이용,바로 입장
5,2026년 4월 26일 일요일,후렌치파이 달달하니 맛있고 크리미튀소도 진짜 맛있어요!!,저녁에 방문,,
4.5,2026년 4월 26일 일요일,사람이 많지만 빵이 맛있어요,저녁에 방문,예약 없이 이용,30분 이상
5,2026년 4월 26일 일요일,좋아요.,저녁에 방문,예약 없이 이용,10분 이내
4.5,2026년 4월 26일 일요일,1달 만에 또 방문성심당 망고 시루 나왔으니  맛봐야지요망고 들어간 빵은 다 사야해요이것저것 사다 보니 20만 원이 넘었어요ㅎㅎㅎ성심당 빵은 사랑입니다.,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 26일 일요일,아몬드 크로와상 무조건 사세요,점심에 방문,예약 없이 이용,30분 이내
4,2026년 4월 26일 일요일,성심당 먹기위해서 대전 와써용,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 26일 일요일,일요일 아침8시30분도착. 대기10분?오픈런의 좋은점: 대기줄이짧다오픈런의단점 : 빵종류가다양하지않음.                         9시는 되어야 종류가 다양해짐                         (9시에도 아직 안나오는 빵있음)부추빵을 15분이나 기다려도 안나와서직원분께말하니 바로채워주심빵을 굽고있어서 늦어지는것도 있으나인기빵인데 기다려도 안나온다면 직원분에게 물어보기!샌드위치가게내려가는 바로 옆문에서 계산하시던남자직원분. 진짜진짜친절했음,아침에 방문,,
5,2026년 4월 26일 일요일,전날 지나가면서 보니 케이크부띠끄도 대전역점도 사람이 엄청 많아서 2일차 첫코스로 잡았습니다주말엔 좀 일찍 열어주신대서 7시 10분쯤 도착했고 20분쯤 기다렸다 들어갈 수 있었습니다뭘 살지 안 정하고 가서 대충 집어왔는데 먹다가 아쉬워서 후회했어요다음에 가면 두 봉투 꽉 채워와야겠어요,아침에 방문,예약 없이 이용,30분 이내
5,2026년 4월 25일 토요일,성심당 말모~ 짱!,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 4월 25일 토요일,성심당 본점 방문했어요. 주변사람들이랑 나눠먹을거 구매했습니다. 임산부프리패스 있어서 진짜 몇달동안 너무 행복했어요 ... 곧 출산예정이라 .... 한동안 방문을 못할것 같아요 ㅠㅠㅠㅠㅠㅠ다 너무 맛있어요.........,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 4월 25일 토요일,"줄이 길어서 걱정했는데 생각보다 금방 빠져서 30분정도 기다렸어요 체계적으로 잘 운영되는 것 같아요 빵을 한가득 샀는데 돈이 얼마 안 나와서 가성비 굿,,",점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 25일 토요일,주말 토요일 낮 12시 방문했어요 임산부 프리패스로 웨이팅 없이 바로 들어갔습니다💖임신부 프리패스 방법 임신확인증 or 산모수첩 지참. 출산예정일 확인 후 신분증과 대조 진행💖빠르게 입장해서 빵 구경하면서 구입하는데 빵종류 진~짜 많고 다양했어요 빵 좋아하는편이 아님에도 불구하고 12개나 구매했어요 12개 샀는데 34200원 나왔습니다 가성비후덜덜 성심당 방문 처음이라 어떤빵 사야하나 고민되었는데 best 빵 추천되어있는것 보고 따라서 샀어요! 거기에 먹고싶은 빵까지 더 샀습니다 ㅎㅎ 너무 재밌고 좋은 경험이었어요! 빵도 다 맛있어요!!,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 25일 토요일,좋아요,점심에 방문,,30분 이내
4.5,2026년 4월 25일 토요일,4/25 토요일 오전 8시가 안됐지만 본점 오픈했더라구요. 그래서 웨이팅 없이 들어갔으나 매장안은 이미 인산인해… 빵 픽하는 것도 힘들었어요. 다들 어케 구매하시는 건지 대단하네요. 일찍 들어갔더니 부추빵은 아직 나오지 않아서 이것만 못 샀네요.,아침에 방문,예약 없이 이용,바로 입장
5,2026년 4월 24일 금요일,저녁 6시에 갔는데 웨이팅 5분만에 입장했어요.사람은 많음. 말차크라상 꼭꼭 사드세요. 말차덕후인생 최고의 말차크라상이였음 💚💚💚,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 4월 24일 금요일,야구 직관 보러 내려와서성심당 본점에서 맛있는 빵 사고이제 집에 도착해서 먹는데 너무 맛있어요~,저녁에 방문,,
5,2026년 4월 24일 금요일,"줄이 엄청 긴데, 생각보다 정말 빨리 줄어서 금방 입장할 수 있어요.  긴 줄에 겁먹지 않아도 되더라구요. 줄서서 골라가야 하는 거 아니고 자유롭게 빵 집어가면 되긴 하는데 , 매장안에 사람이 가득해서 천천히 빵 구경하며 여유롭게 고르기는 좀 힘들어요. 직원분들이 굉장히 친절하시고 빵가격도 정말 착합니다. 호밀빵 샤워도우 이런 종류도 꽤 많아서 좋았는데 다 못사와서 아쉽.. 아무튼 괜히 성심당 성심당 하는게 아니더라구요 자부심 가질만 해요👍담에 가면 소금빵 10개 사야지..맛있음!! 한국에도 개당 1500원의 맛있는 소금빵이 있다니.. 도쿄 긴자 소금빵 맛집도 1500원이었음 ㅠㅠ 크라상도 2800원 👍대전사람 부럽.,,",점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 24일 금요일,금요일 오전에 가도 사람 진짜 많긴 하네요. 그 시간에 갔는데도 이미 품절 된 빵들도 있어요!,점심에 방문,예약 없이 이용,10분 이내
3.5,2026년 4월 24일 금요일,빵빵빵🧡,점심에 방문,,
4.5,2026년 4월 24일 금요일,"성심당 본점 내부 사진은 빵을 고르느라 찍을 수가 없었지만 그래도 맛있고 가성비 좋은 빵을 많이 사서 너무 좋았어요!! 갯수로만 12개를 샀는데 35400원이라니 말이 안되는 가격이죠😆명란바게트, 옐로우망고, 말차튀소 등 다 너무 맛있어서 다음에도 또 오고 싶어요. 역시 성심당은 최고입니다👍",아침에 방문,예약 없이 이용,30분 이내
3,2026년 4월 24일 금요일,말차크로아상은 크림이 느끼하지도 않고 괜찮아요.나머지 빵들은 보통,아침에 방문,,
5,2026년 4월 24일 금요일,가장 맛있는 빵집~^^,아침에 방문,예약 없이 이용,바로 입장
5,2026년 4월 24일 금요일,빵순이빵돌이로서 말씀드립니다크림류 초코크림류 다다 맛있어요!기본 옛날빵들도 다 맛있군보문산메아리는 저번에도 안먹었는데 이번에 사놓고 2-3일 뒤에 먹었는데 먹고 나서 와! 왜 맛있다하는지 알겠더라구요! 산 바로 그날 먹었으면 더맛있었겠죠? 그릭 김치주먹밥은 빵가루 때문에 식감이 좋고 맛있었어요! 근데 기름은 좀 많아보였슴당명란바게트도 꼭 다들 드셔보세요!,아침에 방문,예약 없이 이용,10분 이내
3.5,2026년 4월 24일 금요일,사람이 진짜 많다,아침에 방문,예약 없이 이용,바로 입장
5,2026년 4월 23일 목요일,맛있어요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 4월 23일 목요일,굿,점심에 방문,예약 없이 이용,10분 이내
0.5,2026년 4월 23일 목요일,맛있는지 잘 모르겠는데 가격이 저렴해서 많이들 사나봐요마구잡이 종류만 많지 딱히 줄서서 살정도는 아닌데…옛날 스타일같은빵 스타일…,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 23일 목요일,"ღ 토요빵 3,800 𖤐ღ 무화과그늘아래 3,000ღ 작은메아리 3,000ღ 16겹 망고데니쉬 4,500ღ 파이만주 (8ea) 9,600 𖤐ღ 튀김소보로 1,700ღ 튀소구마 1,700ღ 참치고로케 2,500ღ 김치찹쌀주먹밥 2,300ღ 말차튀소 3,000 𖤐ღ 야채고로케 2,300ღ 명란바게트 3,800성심당은 평일에 가도~ 사람은 여전~ 바글바글맛있어서 또 갑니당✨💗",점심에 방문,,
5,2026년 4월 23일 목요일,"저는 튀소,고튀소,고로케,부추빵,참치고로케,새우를낙지고로케 이렇게 뿌셨습니다!!! 근본 튀소등 모두 맛있지만 새우낙지고로케 진짜 맛있어요!!!",점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 23일 목요일,아침에 일찍 가니 웨이팅 없이 바로 들어왔어요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 23일 목요일,날씨 풀려서 그런지 평일임에도 웨이팅 조금 있지만 금방 들어갈 수 있고 새로운 제품도 많이 나오고 막 담아도 정말 저렴해요~,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 23일 목요일,맛있어요,점심에 방문,,
5,2026년 4월 23일 목요일,옐로우망고 맛있고 명란바게트 맛있고 말차튀소도 맛있어요 애플파이도 맛있어요,점심에 방문,예약 없이 이용,30분 이내
4.5,2026년 4월 23일 목요일,은근 묵직해서 대전 여행시 돌아가기 전에 포장 가는것도 나쁘지 않을것 같아요 규모는 그렇게 크진 않네요,점심에 방문,,
5,2026년 4월 22일 수요일,본점에서 빵류를 사고 쇼핑백을 대 자로 받은 다음옆 샌드위치정거장에서 샌드위치를 사면 편합니다.그런데 본점 매장안에 사람이 정말 많은데 줄이 없어 살 수 있는데 좀 충격적이에여.너무 뒤엉켜서 제 어깨를 누가 집게로 집으심.. 그리거 지하에 우동야에서 차분하게 우동 한그릇 드시는거 추천힙니다!,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 4월 22일 수요일,망고시루 튀소 👍,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 22일 수요일,가성비 좋아요 굿,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 22일 수요일,평일 오후에 가서 대기 많이 안했어요. 빵 종류 너무 많고 사람도 많아서 복잡했는데 그래도 질서있어서 괜찮더라고요. 다음엔 더 많이 사오고싶을 정도예요ㅎㅎ,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 22일 수요일,평일에는 그나마 웨이팅이 적네요 밖에는 줄선다고 고생이고 안에 들어가면 빵 담는다고 고생 … 안에서 빵 담을때 사람들이 너무 많고해서 빵 트레이 치고 다니는 경우가 너무 많네요… 트레이 안 떨어진게 신기공간을 효율적으로 바꾸던 한번에 들어가는 사람수를 조정해서 빵 사는데 좀 쾌적했으면 … 암튼 안에 전쟁난줄 알았어요 ㅎㅎ,점심에 방문,예약 없이 이용,30분 이상
4.5,2026년 4월 22일 수요일,"엄청 많은 사람이 모여있는 곳이 바로 성심당이었어요ㅎ 그렇게 손님이 많은데 친절한 곳이 많지 않은데...여긴 친절해요^^ 맛이 특별하다기 보다는 속이 좀 편해요~ 샌드위치정거장에서 사서 문화원가서 먹었어요. 새우아보카도는 빵이 너무 질기고 카프레제는 너무 딱딱해서 입안에 상처가ㅜㅜ근데 속재료는 신선하고 치즈도 맛있음^^ 샌드위치는 애플브리치즈샌드위치가 젤 맛있었고,빵은 무화과 그늘아래가 담백하고 맛있네요^^",점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 21일 화요일,성심당 최애빵 단팥빵 야채고로케 옥수수콘빵!! 오늘도 느므 맛있네요 70년 진심이 느껴지는 정성스런 맛! 오늘도 정성에 감사해요 번창하세요,점심에 방문,예약 없이 이용,바로 입장
4.5,2026년 4월 21일 화요일,창원에서 성심당까지 빵 사러갔어요.최애 부추빵과 작은메아리..다 맛있어요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 21일 화요일,"오늘은 크림 없는 빵 위주로 사봤다.최애 빵인 명란바게트, 소금빵 + 튀소구마, 작은메아리, 심버터 라우겐, 올리브 치아바타, 햄치즈 크로와상명란바게트는 명란 많이 들어있고 은근 매콤함이 올라와 맛있다. 소금빵은 오늘 유독 더 바닥이 바삭!하고 빵 안은 촉촉 짭짤했다. 작은메아리는 달달하고 버터향이 많이 난다. 작은메아리인데도 꽤나 큰 편! 올리브치아바타는 그린올리브와 블랙올리브가 섞여있고, 햄치즈 크로와상은 야채없이 딱 햄,치즈만 있는데 낫배드였으나 다음엔 굳이 안살듯? 은근 기름진 편!튀소구마는 적당히 달달한 고구마 앙금이 맛있었당심버터 라우겐은 담백한 빵에 고소한 버터 조합! 맛도리였다👍화요일 오후 2시쯤 방문했는데 줄은 그닥 길지 않았음! 허나 부추빵 매진... ㅜㅜ..",점심에 방문,예약 없이 이용,10분 이내
4,2026년 4월 21일 화요일,잠시 줄은 섰지만 금방 대기는 빠져서 입장했어요.빵고를땐  줄서고 이런건 없고 편하게 골라담으면되더라구요. 계산대도 많아서 결제도 오래안걸려요.취향껏 담아서 맛나게 먹음 될것같아요!,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 21일 화요일,"처음가본 성심당이라 내부촬영은 빵고르고 구경하느라 놓쳤네요…! 평일은 웨이팅 그리길지않아 3번 방문했어요 ㅎㅎㅎ왜성심당성심당하는지 알아가는 하루였어요 일단 가성비좋고, 종류다양한데 체계적인느낌이 들었어요. 품절되는 빵은 바로바로 채워지니 편리했어요",점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 21일 화요일,빵 가격이 너무 착하고내용물이 진심이어서 놀랬고자주가고싶어요.,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 20일 월요일,성심당 단팥빵 고로케는 사랑입니다 제 최애빵이예요 진심과 정성이 느껴져요 자주 가는 대전 맛집이예요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 4월 20일 월요일,넘맛나요,점심에 방문,예약 후 이용,30분 이상
5,2026년 4월 20일 월요일,성심당 샌드위치 정말 좋아하는데요~맛은 말할것도 없이 너무 맛있고!! 항상 신선한 재료와 알찬재료들을 아낌없이 넣어주는  퀄리티가 상당합니다!!이 가격에 양과 맛이 말이 되나? 싶을정도로 저렴하고요 성심당 샌드위치 먹다가 다른 프차 샌드위치 못먹을 정도에요!!,점심에 방문,예약 없이 이용,바로 입장
5,2026년 4월 20일 월요일,본점가면  꼭사오는 키다리맘모스맛도 좋고 가성비 갑입니다역시 성심당 입니다,점심에 방문,예약 없이 이용,바로 입장
0.5,2026년 4월 19일 일요일,항상가지만 직원들이별로에요  빵은그냥저냥 유명하다니까 남들먹어보는거 나도먹자,저녁에 방문,예약 없이 이용,30분 이상
5,2026년 4월 19일 일요일,"줄이넘 길었지만 , 대전 간김에 방문 옷 잃어버렸는데 직원 덕에 찾음 여직원 굿 , 밖에서 줄 통제하는 분",점심에 방문,,
5,2026년 4월 19일 일요일,빵 가격 좋고 맛있어요 흥하세요,점심에 방문,예약 없이 이용,바로 입장
4,2026년 4월 19일 일요일,오키도키슈 무게 차이 좀 안나게 해주세요 ㅡㅡ;;;,점심에 방문,예약 없이 이용,10분 이내
5,2026년 4월 19일 일요일,제일 좋아하는 튀김소보루와 선물로 주려고 빵 많이 샀어요.언제나 맛있고 좋아요.,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 19일 일요일,식사빵 사러 옵니다 쟁여둘거까지 낭낭히 사도 저렴해서 좋아요 짱!,점심에 방문,예약 없이 이용,30분 이내
5,2026년 4월 19일 일요일,사람들이 성심당 성심당 하는 이유를 알 것 같아요! 일단 빵 가격 저렴하고요. 저렴한데 맛까지 좋고 종류도 많은데 다 맛있으면 말해 뭐해 입아퍼네요.,점심에 방문,예약 없이 이용,30분 이내
